Ticker,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,PnL,WinLoss,ReturnPerc,RSI,RSI_STD,MACD,ATR_Filter,Sector,RelativeVolume,Multi_MA,Crossover,HeldOvernights
GDYN,2024-05-17,2024-05-20,10.510000228881836,10.199999809265137,569,-176.39023876190186,0,-0.02949575764658954,1.0,0.5333333333333333,0.7,0.8,1.0,0.3,0.5,1.0,0
DMRC,2024-05-17,2024-05-20,25.030000686645508,26.049999237060547,239,243.77965354919434,1,0.040751039649761116,1.0,0.45000000000000007,0.7,0.5,1.0,0.3,0.5,1.0,0
WKEY,2024-05-17,2024-05-20,1.8300000429153442,1.9199999570846558,3307,297.6297161579132,1,0.049180279813509774,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
AOSL,2024-05-17,2024-05-20,27.549999237060547,26.690000534057617,219,-188.3397159576416,0,-0.031215924748413438,1.0,0.5,0.7,0.5,1.0,0.3,0.5,1.0,0
KRKNF,2024-05-17,2024-05-20,0.7919999957084656,0.7477210626509634,7640,-338.2910485593167,0,-0.05590774406241439,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
AZ,2024-05-17,2024-05-20,1.0750000476837158,1.0113321260115107,5620,-357.8137197977929,0,-0.059225971021479785,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
DOMO,2024-05-17,2024-05-20,7.230000019073486,7.449999809265137,832,183.03982543945312,1,0.030428739918570986,1.0,0.9166666666666666,0.7,0.8,1.0,0.5,0.5,0.5,0
YEXT,2024-05-17,2024-05-20,5.809999942779541,5.622567981417401,1037,-194.36694393253944,0,-0.03226023463134005,1.0,0.7666666666666667,0.7,0.8,1.0,0.3,0.5,1.0,0
QUBT,2024-05-17,2024-05-20,0.8569999933242798,0.7873997729785414,7032,-489.4287494712326,0,-0.08121379333477129,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
SSYS,2024-05-17,2024-05-20,9.75,9.600000381469727,614,-92.09976577758789,0,-0.015384576259515224,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
MAXN,2024-05-17,2024-05-20,310.0,289.0,19,-399.0,0,-0.06774193548387097,1.0,0.8,0.7,0.2,1.0,1.0,0.5,1.0,0
INUV,2024-05-09,2024-05-20,0.33000001311302185,0.2941836800762926,15305,-548.1689771271414,0,-0.10853433822277611,1.0,1.0,0.7,0.8,0.9233224694204558,0.7,0.5,0.5,6
SONO,2024-05-17,2024-05-20,17.030000686645508,16.43000030517578,351,-210.60013389587402,0,-0.03523196460821235,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
NOVA,2024-05-14,2024-05-20,4.820000171661377,4.070741749642926,1199,-898.3608480001222,0,-0.15544779986183968,1.0,0.8166666666666667,0.7,0.8,1.0,0.3,0.5,1.0,3
III,2024-05-17,2024-05-20,3.0352332283817116,3.025627851486206,1979,-19.009040876205496,0,-0.003164625639205602,1.0,0.5833333333333334,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
ONDS,2024-05-17,2024-05-20,0.75,0.7200000286102295,8012,-240.3597707748413,0,-0.039999961853027344,1.0,0.9166666666666666,0.7,0.8,1.0,0.5,0.5,0.5,0
NNDM,2024-05-17,2024-05-20,2.6500000953674316,2.630000114440918,2267,-45.339956760406494,0,-0.007547162342173654,1.0,0.4666666666666667,0.7,0.8,1.0,0.7,0.5,0.5,0
ITMSF,2024-05-17,2024-05-20,0.38999998569488525,0.4300000071525574,15432,617.2803311347961,1,0.10256416134580568,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
LPSN,2024-05-15,2024-05-20,0.800000011920929,0.6708733665147673,7485,-966.5129408651203,0,-0.16140830435253095,1.0,0.41666666666666674,0.7,0.8,1.0,0.5,0.5,1.0,2
QNCCF,2024-05-17,2024-05-20,0.10332000255584717,0.10465530210648057,58405,77.98817025474362,1,0.012923920998856284,1.0,1.0,0.3,0.8,1.0,0.3,0.5,1.0,0
PRKR,2024-05-17,2024-05-20,0.18000000715255737,0.1599999964237213,33524,-670.4803596735001,0,-0.11111116630059482,1.0,0.45000000000000007,0.7,0.8,1.0,0.3,0.5,1.0,0
BRCHF,2024-05-17,2024-05-20,0.17000000178813934,0.17299999296665192,36134,108.40168124437332,1,0.01764700674680745,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
AXTI,2024-05-15,2024-05-20,3.4800000190734863,3.217087024159517,1742,-457.99443714013483,0,-0.07554971076809572,1.0,0.5666666666666667,0.7,0.8,1.0,0.3,0.5,1.0,2
PDFS,2024-05-17,2024-05-20,34.04999923706055,35.38999938964844,180,241.2000274658203,1,0.03935389669934012,1.0,0.5,0.7,0.5,1.0,0.5,0.5,1.0,0
CMTL,2024-05-20,2024-05-21,2.0399999618530273,2.501999991536144,3020,1395.2400896430122,1,0.22647060702072777,1.0,0.85,0.7,0.8,1.0,0.7,0.5,0.5,0
ALAR,2024-04-11,2024-05-21,22.049999237060547,31.592142241341726,232,2213.7771769932338,1,0.43275026460060906,1.0,0.6456140350877193,0.8999999999999999,0.5,1.0,0.5,0.5,1.0,27
NLST,2024-05-20,2024-05-21,1.8899999856948853,1.6433379472479568,3271,-806.831527759903,0,-0.13050901603908727,1.0,0.41666666666666674,0.7,0.8,1.0,1.0,0.5,1.0,0
YALA,2024-05-07,2024-05-21,4.860000133514404,4.7034568649905815,1058,-165.62277809820455,0,-0.0322105481940845,1.0,0.9,0.7,0.8,1.0,0.3,0.5,1.0,9
ARBE,2024-05-20,2024-05-21,1.6699999570846558,1.7992601794714616,3702,478.521343275955,1,0.0774013327595872,1.0,1.0,0.8999999999999999,0.8,1.0,0.5,0.5,0.5,0
QBTS,2024-05-20,2024-05-21,1.2999999523162842,1.2400000095367432,4755,-285.29972791671753,0,-0.046153803831019906,1.0,0.9,0.7,0.8,1.0,0.3,0.5,0.5,0
APPS,2024-05-15,2024-05-21,2.450000047683716,2.2702074290624394,2413,-433.8395887331399,0,-0.07338474086613031,1.0,0.55,0.7,0.8,1.0,0.5,0.5,1.0,3
SPT,2024-05-20,2024-05-21,30.079999923706055,31.049999237060547,203,196.9098606109619,1,0.03224731768001221,1.0,1.0,0.8999999999999999,0.5,1.0,0.3,0.5,0.5,0
MITK,2024-05-06,2024-05-21,13.479999542236328,12.62662383148023,370,-315.749012979756,0,-0.06330680561837189,1.0,1.0,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,10
DAVA,2024-05-20,2024-05-21,29.15999984741211,29.25,209,18.81003189086914,1,0.0030864250020178913,1.0,1.0,0.7,0.5,1.0,0.5,0.5,0.5,0
BKKT,2024-05-20,2024-05-21,11.470000267028809,18.251805666988748,534,3621.4840835786076,1,0.5912646244180689,1.0,0.41666666666666674,0.7,0.5,1.0,0.5,0.5,1.0,0
SIMO,2024-05-20,2024-05-21,76.10594439515832,77.11741638183594,80,80.91775893420959,1,0.013290315161531159,1.0,0.7833333333333333,0.7,0.5,1.0,0.3,0.5,1.0,0
DDD,2024-05-14,2024-05-21,3.930000066757202,3.5972783254175247,1466,-487.7700728039672,0,-0.08466201925900202,1.0,0.41666666666666674,0.7,0.8,1.0,0.5,0.5,1.0,4
PRO,2024-05-20,2024-05-21,31.489999771118164,31.479999542236328,190,-1.9000434875488281,0,-0.00031756840122329553,1.0,0.8666666666666667,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
UCTT,2024-05-20,2024-05-21,45.209999084472656,46.16999816894531,132,126.71987915039062,1,0.021234220391797516,1.0,0.65,0.7,0.5,1.0,0.3,0.5,1.0,0
WNS,2024-05-20,2024-05-21,51.290000915527344,51.599998474121094,117,36.26971435546875,1,0.0060440154622789745,1.0,0.41666666666666674,0.7,0.5,1.0,0.3,0.5,1.0,0
RMNI,2024-05-20,2024-05-21,2.4100000858306885,2.5999999046325684,2488,472.71954917907715,1,0.07883809628014597,1.0,0.65,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
DAKT,2024-05-13,2024-05-21,11.369999885559082,10.818017376428022,470,-259.43177929159805,0,-0.0485472748185448,1.0,0.43333333333333335,0.7,0.8,1.0,0.5,0.5,1.0,5
XNET,2024-05-03,2024-05-21,1.6399999856948853,1.9491604861070384,2883,891.3097226882376,1,0.1885125018956379,1.0,0.41666666666666674,0.7,0.8,1.0,0.5,0.5,1.0,11
SQNS,2024-04-24,2024-05-21,1.2000000476837158,1.7226835354178336,3682,1924.5206018370216,1,0.4355695558037857,1.0,1.0,0.7,0.8,0.780504250085023,0.3,0.5,1.0,18
CTS,2024-05-21,2024-05-22,53.37361202774799,53.0344123840332,109,-36.972761164911596,0,-0.006355193715172236,1.0,0.8140990618283703,0.7,0.5,0.9759571606187962,0.3,0.5,1.0,0
DMRC,2024-05-21,2024-05-22,25.940000534057617,26.8799991607666,225,211.49969100952148,1,0.036237417400004454,1.0,0.48076572849503696,0.7,0.5,0.9759571606187962,0.3,0.5,1.0,0
DQ,2024-05-15,2024-05-22,19.6200008392334,22.670447756680918,301,918.1845221517034,1,0.15547639077301426,1.0,1.0,0.8999999999999999,0.5,1.0,0.5,0.5,0.5,4
WKEY,2024-05-21,2024-05-22,1.9299999475479126,1.940000057220459,3156,31.560346126556396,1,0.005181404116228937,1.0,1.0,0.7,0.8,0.9759571606187962,0.3,0.5,0.5,0
SCWX,2024-05-13,2024-05-22,6.309999942779541,6.007211000371979,850,-257.3706010464279,0,-0.047985569754884085,1.0,0.5166666666666667,0.7,0.8,1.0,0.7,0.5,1.0,6
AEHR,2024-05-09,2024-05-22,11.270000457763672,12.25295183344518,443,435.44745942690844,1,0.08721839713896141,1.0,0.771991308869698,0.7,0.8,0.9233224694204558,0.3,0.5,1.0,8
AOSL,2024-05-21,2024-05-22,26.450000762939453,27.399999618530273,228,216.59973907470703,1,0.0359167798937048,1.0,0.6640990618283703,0.7,0.5,0.9759571606187962,0.3,0.5,1.0,0
BHE,2024-05-03,2024-05-22,35.86505032204699,42.251642746636946,131,836.6436076212843,1,0.17807286947159212,1.0,0.5166666666666667,0.7,0.5,1.0,0.7,0.5,1.0,12
AZ,2024-05-21,2024-05-22,0.9375,0.9775000214576721,6408,256.32013750076294,1,0.042666689554850264,1.0,1.0,0.7,0.8,0.9759571606187962,0.5,0.5,0.5,0
DOMO,2024-05-21,2024-05-22,7.409999847412109,7.320000171661377,809,-72.80973768234253,0,-0.01214570547962483,1.0,1.0,0.7,0.8,0.9759571606187962,0.5,0.5,0.5,0
VSAT,2024-05-15,2024-05-22,18.0,17.07091707076433,328,-304.73920078929945,0,-0.0516157182908705,1.0,0.41666666666666674,0.7,0.8,1.0,0.5,0.5,1.0,4
RPAY,2024-05-06,2024-05-22,10.390000343322754,9.878071158206888,479,-245.21407967049984,0,-0.049271334764186304,1.0,0.4833333333333334,0.7,0.8,1.0,0.5,0.5,1.0,11
YEXT,2024-05-21,2024-05-22,5.5,5.340000152587891,1138,-182.07982635498047,0,-0.02909088134765625,1.0,0.8974323951617036,0.7,0.8,0.9759571606187962,0.3,0.5,0.5,0
CRNT,2024-05-21,2024-05-22,2.75,2.740000009536743,2276,-22.75997829437256,0,-0.0036363601684570312,1.0,0.8640990618283703,0.8999999999999999,0.8,0.9759571606187962,0.3,0.5,0.5,0
QUBT,2024-05-21,2024-05-22,0.7599999904632568,0.7369999885559082,8237,-189.4510157108307,0,-0.030263160784158718,1.0,1.0,0.7,0.8,0.9759571606187962,0.5,0.5,0.5,0
SSYS,2024-05-21,2024-05-22,9.539999961853027,9.15902697955664,656,-249.9182763864306,0,-0.0399342750335178,1.0,1.0,0.7,0.8,0.9759571606187962,0.3,0.5,0.5,0
CNDT,2024-05-03,2024-05-22,3.930000066757202,3.5223449108616323,1203,-490.4091525423706,0,-0.10372904553967151,1.0,0.41666666666666674,0.7,0.8,1.0,0.7,0.5,1.0,12
HCKT,2024-05-21,2024-05-22,21.31686425049834,21.23787498474121,294,-23.222844132596236,0,-0.003705482421284522,1.0,1.0,0.7,0.8,0.9759571606187962,0.5,0.5,0.5,0
MEI,2024-05-21,2024-05-22,11.924246665179453,11.826507568359375,525,-51.31302583054094,0,-0.008196668482671568,1.0,1.0,0.7,0.8,0.9759571606187962,0.3,0.5,0.5,0
CEVA,2024-05-21,2024-05-22,19.829999923706055,20.020000457763672,315,59.850168228149414,1,0.009581469227868143,1.0,0.780765728495037,0.7,0.8,0.9759571606187962,0.5,0.5,0.5,0
MX,2024-05-21,2024-05-22,4.96999979019165,4.980000019073486,1258,12.58028793334961,1,0.0020121185722324375,1.0,1.0,0.7,0.8,0.9759571606187962,0.3,0.5,0.5,0
CAN,2024-05-21,2024-05-22,1.2599999904632568,1.0846975628357682,4962,-869.8506458875984,0,-0.13912891186851215,1.0,0.6640990618283703,0.7,0.8,0.9759571606187962,0.5,0.5,1.0,0
ITMSF,2024-05-21,2024-05-22,0.4300000071525574,0.4099999964237213,14685,-293.70015755295753,0,-0.04651165208409023,1.0,1.0,0.7,0.8,0.9759571606187962,0.3,0.5,0.5,0
IMMR,2024-05-15,2024-05-22,8.573492851735248,9.52976160583008,707,676.0820091450465,1,0.11153782602166475,1.0,0.5166666666666667,0.7,0.8,1.0,0.7,0.5,1.0,4
GILT,2024-05-17,2024-05-22,5.480000019073486,5.25166552718143,1101,-251.3962755731539,0,-0.04166687793746781,1.0,0.65,0.7,0.8,1.0,0.3,0.5,1.0,2
QNCCF,2024-05-21,2024-05-22,0.10175000131130219,0.10541068052201552,62060,227.18175181686962,1,0.03597719079642621,1.0,1.0,0.7,0.8,0.9759571606187962,0.5,0.5,1.0,0
BRCHF,2024-05-21,2024-05-22,0.18000000715255737,0.17000000178813934,35081,-350.8101881891489,0,-0.05555558315029741,1.0,1.0,0.7,0.8,0.9759571606187962,0.3,0.5,0.5,0
AXTI,2024-05-21,2024-05-22,3.3299999237060547,3.25,1896,-151.6798553466797,0,-0.024024001663345514,1.0,1.0,0.7,0.8,0.9759571606187962,0.3,0.5,0.5,0
PDFS,2024-05-21,2024-05-22,35.470001220703125,35.63999938964844,181,30.769668579101562,1,0.004792730845638878,1.0,0.530765728495037,0.7,0.5,0.9759571606187962,0.5,0.5,1.0,0
API,2024-05-07,2024-05-23,2.75,2.604151836309547,1860,-271.2775844642429,0,-0.05303569588743752,1.0,0.41666666666666674,0.7,0.8,1.0,0.7,0.5,1.0,11
WOLF,2024-05-22,2024-05-23,27.0,25.195048803571538,241,-434.99323833925934,0,-0.06685004431216526,1.0,0.9333333333333333,0.7,0.5,1.0,0.3,0.5,1.0,0
RXT,2024-05-13,2024-05-23,2.0299999713897705,1.880279869813847,2642,-395.56050836359,0,-0.07375374565814538,1.0,0.43333333333333335,0.7,0.8,1.0,0.7,0.5,1.0,7
ARBE,2024-05-22,2024-05-23,1.7599999904632568,1.6840403069049683,3698,-280.89890979855096,0,-0.043158911346524984,1.0,0.8833333333333333,0.7,0.8,1.0,0.5,0.5,0.5,0
VPG,2024-05-22,2024-05-23,32.4900016784668,32.45000076293945,200,-8.00018310546875,0,-0.0012311761606911495,1.0,0.8333333333333334,0.8999999999999999,0.5,1.0,0.5,0.5,0.5,0
QBTS,2024-05-22,2024-05-23,1.2400000095367432,1.1699999570846558,5250,-367.50027537345886,0,-0.05645165476913103,1.0,0.9166666666666666,0.7,0.8,1.0,0.3,0.5,0.5,0
QMCO,2024-05-13,2024-05-23,10.600000381469727,9.571199431548912,504,-518.5156787600904,0,-0.09705668989590804,1.0,0.43333333333333335,0.7,0.8,1.0,0.5,0.5,1.0,7
VNET,2024-05-08,2024-05-23,1.9600000381469727,1.7936976110814653,2573,-427.8961448395504,0,-0.08484817542286037,1.0,0.41666666666666674,0.7,0.8,1.0,0.5,0.5,1.0,10
PRTH,2024-05-15,2024-05-23,3.5299999713897705,3.901763881655652,1675,622.7045496953514,1,0.10531555616968376,1.0,0.4833333333333334,0.7,0.8,1.0,0.5,0.5,1.0,5
BKKT,2024-05-22,2024-05-23,16.350000381469727,15.619999885559082,405,-295.65020084381104,0,-0.044648347332027626,1.0,0.43333333333333335,0.7,0.5,1.0,0.5,0.5,1.0,0
VRNT,2024-05-17,2024-05-23,32.040000915527344,30.795563819657964,186,-231.4652998317046,0,-0.03884010799969409,1.0,0.5833333333333334,0.7,0.8,1.0,0.5,0.5,1.0,3
RAMP,2024-04-29,2024-05-23,32.65999984741211,34.95888435841573,142,326.44160056251417,1,0.07038838094745975,1.0,1.0,0.8999999999999999,0.8,1.0,0.5,0.5,0.5,17
UCTT,2024-05-22,2024-05-23,46.290000915527344,44.15642585853279,140,-298.7005079792373,0,-0.04609148876207677,1.0,0.8333333333333334,0.7,0.5,1.0,0.3,0.5,1.0,0
WNS,2024-05-22,2024-05-23,51.43000030517578,51.810001373291016,126,47.88013458251953,1,0.007388704372163732,1.0,0.4833333333333334,0.7,0.5,1.0,0.3,0.5,1.0,0
AEXAF,2024-05-15,2024-05-23,2.495300054550171,2.365072136234684,2385,-310.59358518243613,0,-0.05218928203765182,1.0,0.7833333333333333,0.7,0.8,1.0,0.3,0.5,1.0,5
PD,2024-05-06,2024-05-23,20.579999923706055,19.45966179981396,242,-271.12182598188656,0,-0.05443819864166172,1.0,1.0,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,12
AVNW,2024-05-22,2024-05-23,30.200000762939453,30.450000762939453,212,53.0,1,0.008278145486234312,1.0,0.9166666666666666,0.7,0.8,1.0,0.3,0.5,0.5,0
SQNS,2024-05-22,2024-05-23,1.774999976158142,1.5200430840826715,3627,-924.7286475577317,0,-0.14363768760566756,1.0,0.8166666666666667,0.7,0.8,1.0,1.0,0.5,0.5,0
LPTH,2024-05-13,2024-05-23,1.4199999570846558,1.2793113108649063,3865,-543.7616176393315,0,-0.09907651441665644,1.0,1.0,0.8999999999999999,0.8,1.0,1.0,0.5,0.5,7
CTS,2024-05-23,2024-05-24,53.22396371190195,52.73512268066406,121,-59.149764779784626,0,-0.009184604023179407,1.0,1.0,0.7,0.5,1.0,0.5,0.5,0.5,0
DMRC,2024-05-23,2024-05-24,27.0,27.020000457763672,238,4.760108947753906,1,0.0007407576949508102,1.0,0.5333333333333333,0.7,0.8,1.0,0.3,0.5,1.0,0
TSSI,2024-05-15,2024-05-24,1.2100000381469727,1.7810639608080554,4885,2789.6472621993894,1,0.4719536402127935,1.0,1.0,0.7,0.8,1.0,0.7,0.5,1.0,6
COHU,2024-05-14,2024-05-24,29.6200008392334,31.79174877293482,189,410.46035946956874,1,0.07332031978962056,1.0,0.9333333333333333,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,7
WKEY,2024-05-23,2024-05-24,1.9299999475479126,1.906999945640564,3311,-76.15300631523132,0,-0.011917099757733363,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
NLST,2024-05-22,2024-05-24,1.75,2.462721517092653,3720,2651.3240435846687,1,0.4072694383386588,1.0,0.41666666666666674,0.7,0.8,1.0,1.0,0.5,1.0,1
AEHR,2024-05-23,2024-05-24,12.229999542236328,11.625953874586509,513,-309.8754275043572,0,-0.049390489800408104,1.0,0.7833333333333333,0.7,0.8,1.0,0.3,0.5,1.0,0
AZ,2024-05-23,2024-05-24,0.987500011920929,1.0499999523162842,6374,398.3746200799942,1,0.06329107811733345,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
DOMO,2024-05-23,2024-05-24,7.329999923706055,7.0257618139394005,858,-261.0362981797893,0,-0.0415058817098638,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
SSYS,2024-05-23,2024-05-24,9.149999618530273,9.0600004196167,685,-61.64945125579834,0,-0.009835978433410079,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
PRO,2024-05-23,2024-05-24,30.829999923706055,31.170000076293945,203,69.0200309753418,1,0.011028224243570462,1.0,0.9333333333333333,0.7,0.8,1.0,0.5,0.5,0.5,0
HCKT,2024-05-23,2024-05-24,21.257623856273312,21.25762367248535,294,-5.40336604899494e-05,0,-8.645743385657404e-09,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
MEI,2024-05-23,2024-05-24,11.894924829098043,11.484418869018555,526,-215.92613500181093,0,-0.0345110175959486,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
VECO,2024-05-07,2024-05-24,37.869998931884766,41.6938304044703,135,516.2172487990468,1,0.10097257936191927,1.0,0.9,0.7,0.5,1.0,0.5,0.5,1.0,12
ITMSF,2024-05-23,2024-05-24,0.4099999964237213,0.41999998688697815,15176,151.75985527038574,1,0.02439022085483674,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
PDFS,2024-05-23,2024-05-24,36.060001373291016,35.43000030517578,169,-106.47018051147461,0,-0.017470910818707417,1.0,0.6166666666666667,0.7,0.5,1.0,0.5,0.5,1.0,0
WOLF,2024-05-24,2024-05-28,25.15999984741211,26.940000534057617,252,448.56017303466797,1,0.07074724552625918,1.0,0.7486650984241027,0.7,0.5,0.8108313730301283,0.3,0.5,1.0,0
RSSS,2024-05-14,2024-05-28,2.8399999141693115,2.5945728900091325,1991,-488.64520510291646,0,-0.08641796886531437,1.0,1.0,0.8999999999999999,0.8,1.0,0.7,0.5,0.5,8
BKKT,2024-05-24,2024-05-28,16.5,16.049999237060547,394,-177.30030059814453,0,-0.027272773511482006,1.0,0.34866509842410265,0.7,0.5,0.8108313730301283,0.5,0.5,1.0,0
RAMP,2024-05-24,2024-05-28,34.0,31.10159988237709,191,-553.5944224659756,0,-0.08524706228302674,1.0,1.0,0.7,0.5,0.8108313730301283,0.7,0.5,1.0,0
CSIQ,2024-05-13,2024-05-28,15.8100004196167,18.90959406595043,338,1047.6626524608007,1,0.19605272384988823,1.0,0.4666666666666667,0.7,0.8,1.0,0.5,0.5,1.0,9
UCTT,2024-05-24,2024-05-28,44.84000015258789,44.400001525878906,145,-63.799800872802734,0,-0.009812636601509698,1.0,0.9986650984241027,0.7,0.5,0.8108313730301283,0.3,0.5,1.0,0
POET,2024-04-25,2024-05-28,2.4000000953674316,1.6450105662245538,1816,-1371.0609849234663,0,-0.3145789579759544,1.0,0.41666666666666674,0.7,0.8,1.0,1.0,0.5,1.0,21
TLS,2024-05-15,2024-05-28,3.430000066757202,4.411693711558714,1735,1703.2384737306227,1,0.28620805413850225,1.0,0.55,0.8999999999999999,0.8,1.0,1.0,0.5,0.5,7
AEXAF,2024-05-24,2024-05-28,2.200000047683716,2.200000047683716,2953,0.0,0,0.0,1.0,0.3986650984241027,0.7,0.8,0.8108313730301283,0.3,0.5,1.0,0
USIO,2024-05-20,2024-05-28,1.6399999856948853,1.57548594536058,3606,-232.6376294455045,0,-0.03933782981526668,1.0,0.43333333333333335,0.7,0.8,1.0,1.0,0.5,1.0,4
QNCCF,2024-05-23,2024-05-28,0.10559999942779541,0.10372137604018164,58957,-110.75799906354506,0,-0.017789994297284912,1.0,0.7666666666666667,0.7,0.8,1.0,0.5,0.5,1.0,1
XBOTF,2024-05-20,2024-05-28,0.10999999940395355,0.13431681372225457,53163,1292.754799603837,1,0.22106194954603825,1.0,0.4666666666666667,0.7,0.8,1.0,1.0,0.5,1.0,4
INSG,2024-05-13,2024-05-28,5.170000076293945,7.706171384323899,1061,2690.877757819781,1,0.4905553714900482,1.0,1.0,0.7,0.8,1.0,1.0,0.5,1.0,9
BRCHF,2024-05-24,2024-05-28,0.18000000715255737,0.17800000309944153,36353,-72.7061473429203,0,-0.011111133186904595,1.0,0.731998431757436,0.8999999999999999,0.8,0.8108313730301283,0.5,0.5,0.5,0
PENG,2024-05-17,2024-05-28,19.989999771118164,21.394417691234192,307,431.1563014756207,1,0.07025602482222892,1.0,0.7833333333333333,0.7,0.8,1.0,0.3,0.5,1.0,5
GDYN,2024-05-28,2024-05-29,10.34000015258789,10.028330462897864,632,-196.97524388409653,0,-0.030142135888849248,1.0,0.7166666666666667,0.7,0.8,1.0,0.3,0.5,1.0,0
DMRC,2024-05-28,2024-05-29,27.18000030517578,26.700000762939453,240,-115.19989013671875,0,-0.017660027109893877,1.0,0.6166666666666667,0.7,0.5,1.0,0.3,0.5,1.0,0
ALAR,2024-05-22,2024-05-29,31.809999465942383,40.70757804088733,205,1824.0036078637136,1,0.27971011393669476,1.0,0.41666666666666674,0.8999999999999999,0.5,1.0,0.7,0.5,1.0,3
WKEY,2024-05-28,2024-05-29,1.9900000095367432,2.109999895095825,3300,395.9996223449707,1,0.060301449740704824,1.0,0.9166666666666666,0.7,0.8,1.0,0.5,0.5,0.5,0
QUIK,2024-05-28,2024-05-29,12.899999618530273,13.380000114440918,509,244.32025241851807,1,0.0372093418685955,1.0,0.8666666666666667,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
VPG,2024-05-28,2024-05-29,33.310001373291016,32.540000915527344,196,-150.9200897216797,0,-0.02311619411643381,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
QBTS,2024-05-28,2024-05-29,1.2699999809265137,1.5012981762312212,5144,1189.7979166474154,1,0.1821245659672897,1.0,0.7333333333333334,0.8999999999999999,0.8,1.0,0.5,0.5,0.5,0
AEVA,2024-05-17,2024-05-29,3.4100000858306885,3.169327237847834,1774,-426.95363232158405,0,-0.07057854601907607,1.0,0.5666666666666667,0.7,0.8,1.0,0.3,0.5,1.0,6
OSS,2024-05-28,2024-05-29,2.4000000953674316,2.2699999809265137,2722,-353.8603115081787,0,-0.05416671219799073,1.0,0.8333333333333334,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
APPS,2024-05-22,2024-05-29,2.299999952316284,2.080179332602004,2875,-631.9842816785557,0,-0.09557418446591848,1.0,0.85,0.7,0.8,1.0,0.3,0.5,1.0,3
BKSY,2024-05-17,2024-05-29,9.520000457763672,8.823386342564255,634,-441.6533490364301,0,-0.07317374807806018,1.0,0.7333333333333334,0.8999999999999999,0.8,1.0,0.5,0.5,0.5,6
PRO,2024-05-28,2024-05-29,31.6299991607666,30.729999542236328,207,-186.2999210357666,0,-0.028453988062276652,1.0,1.0,0.7,0.5,1.0,0.5,0.5,0.5,0
HCKT,2024-05-28,2024-05-29,21.2872433320008,21.603195190429688,307,96.99722053766891,1,0.01484230971108989,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
LGTY,2024-05-23,2024-05-29,10.532553208623934,10.217370213509678,594,-187.21869909786804,0,-0.02992465253877737,1.0,0.45000000000000007,0.7,0.8,1.0,0.5,0.5,1.0,2
DRSHF,2024-05-13,2024-05-29,0.6000000238418579,0.7779630091480068,8911,1585.8281620630923,1,0.29660496372422573,1.0,1.0,0.7,0.8,1.0,0.3,0.5,1.0,10
ITMSF,2024-05-28,2024-05-29,0.41999998688697815,0.41999998688697815,15614,0.0,0,0.0,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
DOMO,2024-05-28,2024-05-30,7.0,6.430106814560816,933,-531.7103420147591,0,-0.08141331220559779,1.0,1.0,0.7,0.8,1.0,0.7,0.5,0.5,1
UCTT,2024-05-29,2024-05-30,43.689998626708984,47.02000045776367,158,526.1402893066406,1,0.07621885867991214,1.0,0.6559222705690296,0.7,0.5,0.507402838211287,0.5,0.5,1.0,0
TLS,2024-05-29,2024-05-30,4.400000095367432,4.349999904632568,1599,-79.95030498504639,0,-0.011363679466167809,1.0,0.6559222705690296,0.7,0.8,0.507402838211287,0.5,0.5,1.0,0
DFIN,2024-05-03,2024-05-30,63.5099983215332,59.45455420273593,74,-300.1028647909984,0,-0.06385520746301561,1.0,0.7166666666666667,0.8999999999999999,0.5,1.0,0.5,0.5,1.0,17
INSG,2024-05-29,2024-05-30,8.800000190734863,9.8100004196167,799,806.9901828765869,1,0.11477275079439443,0.8,0.8725889372356963,0.7,0.8,0.507402838211287,0.3,0.5,1.0,0
